Sp	BOLD	GenBank
Helicoverpa armigera	GBMNA19259-19	KT828821
Helicoverpa armigera	GBMNA19260-19	KT828822
Helicoverpa armigera	GBMNA19261-19	KT828823
Helicoverpa armigera	GBMNA19262-19	KT828824
Helicoverpa armigera	GBMNA19263-19	KT828825
Helicoverpa armigera	GBMNA19264-19	KT828826
Helicoverpa armigera	GBMNA19265-19	KT828827
Helicoverpa armigera	GBMNA19289-19	KT828851
Helicoverpa armigera	GBMNA19290-19	KT828852
Helicoverpa armigera	GBMNA19291-19	KT828853
Helicoverpa armigera	GBMNA19292-19	KT828854
Helicoverpa armigera	GBMNA19293-19	KT828855
Helicoverpa armigera	GBMNA19294-19	KT828856
Helicoverpa armigera	GBMNA19295-19	KT828857
Helicoverpa armigera	GBMNA19296-19	KT828858
Helicoverpa armigera	GBMNA19297-19	KT828859
Helicoverpa armigera	GBMNA19298-19	KT828860
Helicoverpa armigera	GBMNA19299-19	KT828861
Helicoverpa armigera	GBMNA19300-19	KT828862
Helicoverpa armigera	GBMNA19301-19	KT828863
Helicoverpa armigera	GBMNA19302-19	KT828864
Helicoverpa armigera	GBMNA19303-19	KT828865
Helicoverpa armigera	GBMNA19304-19	KT828866
Helicoverpa armigera	GBMNA19305-19	KT828867
Helicoverpa armigera	GBMNA19306-19	KT828868
Helicoverpa armigera	GBMNA19307-19	KT828869
Helicoverpa armigera	GBMNA19308-19	KT828870
Helicoverpa armigera	GBMNA19309-19	KT828871
Helicoverpa armigera	GBMNA19310-19	KT828872
Helicoverpa armigera	GBMNA19311-19	KT828873
Helicoverpa armigera	GBMNA19312-19	KT828874
Helicoverpa armigera	GBMNA19313-19	KT828875
Helicoverpa armigera	GBMNA19314-19	KT828876
Helicoverpa armigera	GBMNA19315-19	KT828877
Helicoverpa armigera	GBMNA19316-19	KT828878
Helicoverpa armigera	GBMNA19317-19	KT828879
Helicoverpa armigera	GBMNA19318-19	KT828880
Helicoverpa armigera	GBMNA19319-19	KT828881
Helicoverpa armigera	GBMNA19320-19	KT828882
Helicoverpa armigera	GBMNA19321-19	KT828883
Helicoverpa armigera	GBMNA19322-19	KT828884
Helicoverpa armigera	GBMNA19323-19	KT828885
Helicoverpa armigera	GBMNA19324-19	KT828886
Helicoverpa armigera	GBMNA19325-19	KT828887
Helicoverpa armigera	GBMNA19326-19	KT828888
Helicoverpa armigera	GBMNA19327-19	KT828889
Helicoverpa armigera	GBMNA19360-19	KT828922
Helicoverpa armigera	GBMNA19361-19	KT828923
Helicoverpa armigera	GBMNA19362-19	KT828924
Helicoverpa armigera	GBMNA19363-19	KT828925
Helicoverpa armigera	GBMNA19364-19	KT828926
Helicoverpa armigera	GBMNA19365-19	KT828927
Helicoverpa armigera	GBMNA19366-19	KT828928
Helicoverpa armigera	GBMNA19367-19	KT828929
Helicoverpa armigera	GBMNA19379-19	KT828941
Helicoverpa armigera	GBMNA19380-19	KT828942
Helicoverpa armigera	GBMNA19381-19	KT828943
Helicoverpa armigera	GBMNA19390-19	KT828952
Helicoverpa armigera	GBMNA19391-19	KT828953
Helicoverpa armigera	GBMNA19403-19	KT828965
Helicoverpa armigera	GBMNA19404-19	KT828966
Helicoverpa armigera	GBMNA19407-19	KT828969
Helicoverpa armigera	GBMNA19409-19	KT828971
Helicoverpa armigera	GBMNA19412-19	KT828974
Helicoverpa armigera	GBMNA19413-19	KT828975
Helicoverpa armigera	GBMNA19417-19	KT828979
Helicoverpa armigera	GBMNA19423-19	KT828985
Helicoverpa armigera	GBMNA19428-19	KT828990
Helicoverpa armigera	GBMNA19430-19	MG893742
Helicoverpa armigera	GBMNA19431-19	MG893743
Helicoverpa armigera	GBMNA19434-19	MG893746
Helicoverpa armigera	GBMNA19436-19	MG893748
Helicoverpa armigera	GBMNA19438-19	MG893750
Helicoverpa armigera	GBMNA19439-19	MG893751
Helicoverpa armigera	GBMNA19440-19	MG893752
Helicoverpa armigera	GBMNA19442-19	MG893754
Helicoverpa armigera	GBMNA19443-19	MG893755
Helicoverpa armigera	GBMNA19444-19	MG893756
Helicoverpa armigera	GBMNA19445-19	MG893757
Helicoverpa armigera	GBMNA19446-19	MG893758
Helicoverpa armigera	GBMNA19447-19	MG893759
Helicoverpa armigera	GBMNA19448-19	MG893760
Helicoverpa armigera	GBMNA19449-19	MG893761
Helicoverpa armigera	GBMNA19450-19	MG893762
Helicoverpa armigera	GBMNA19451-19	MG893763
Helicoverpa armigera	GBMNA19466-19	MG893778
Helicoverpa armigera	GBMNA19479-19	MG893791
Helicoverpa armigera	GBMNA19480-19	MG893792
Helicoverpa armigera	GBMNA19485-19	MG893797
Helicoverpa armigera	GBMNA19486-19	MG893798
Helicoverpa armigera	GBMNA19489-19	MG893801
Helicoverpa armigera	GBMNA19491-19	MG893803
Helicoverpa armigera	GBMNA19492-19	MG893804
Helicoverpa armigera	GBMNA19500-19	MG893812
Helicoverpa armigera	GBMNA19502-19	MG893814
Helicoverpa armigera	GBMNA19503-19	MG893815
Helicoverpa armigera	GBMNA19505-19	MG893817
Helicoverpa armigera	GBMNA19506-19	MG893818
Helicoverpa armigera	GBMNA19507-19	MG893819
Helicoverpa armigera	GBMNA19513-19	MG893825
Helicoverpa armigera	GBMNA19519-19	MG893831
Helicoverpa armigera	GBMNA19523-19	MG893835
Helicoverpa armigera	GBMNA19524-19	MG893836
Helicoverpa armigera	GBMNA19527-19	MG893839
Helicoverpa armigera	GBMNA19528-19	MG893840
Helicoverpa armigera	GBMNA19530-19	MG893842
Helicoverpa armigera	GBMNB46137-20	MK236221
Helicoverpa armigera	GBMNB46138-20	MK236220
Helicoverpa armigera	GBMNB46139-20	MK236219
Helicoverpa armigera	GBMNB46140-20	MK236218
Helicoverpa armigera	GBMNB46141-20	MK236217
Helicoverpa armigera	GBMNB46142-20	MK236216
Helicoverpa armigera	GBMNB46143-20	MK236215
Helicoverpa armigera	GBMNB46144-20	MK236214
Helicoverpa armigera	GBMNB46145-20	MK236213
Helicoverpa armigera	GBMNB46146-20	MK236212
Helicoverpa armigera	GBMNE3969-21	MW085620
Helicoverpa armigera	LEFIJ865-10	JF853867
Helicoverpa armigera	LEPIN017-13	NA
Helicoverpa armigera	LEPIN065-14	NA
Helicoverpa armigera	LON4532-16	NA
Helicoverpa armigera	LSER469-06	NA
Helicoverpa armigera	LSER503-06	NA
Helicoverpa armigera	MAMOT1721-12	KX862119
Helicoverpa armigera	MAMOT1722-12	KX861606
Helicoverpa armigera	MAMOT2913-12	KX862510
Helicoverpa armigera	MAMOT299-10	HQ990995
Helicoverpa armigera	MAMOT3071-13	KX861359
Helicoverpa armigera	MAMOT513-10	HQ991203
Helicoverpa armigera	NOENO086-17	NA
Helicoverpa armigera	PHLCD2533-12	NA
Helicoverpa armigera	PMANK888-08	NA
Helicoverpa armigera	QMA820-13	NA
Helicoverpa armigera	SENTO1258-18	MK779607
Helicoverpa armigera	GBMIN84130-17	KX440726
Helicoverpa armigera	GBMIN84132-17	KX440901
Helicoverpa armigera	GBMIN84141-17	KX440785
Helicoverpa armigera	GBMIN84147-17	KX440760
Helicoverpa armigera	GBMIN84158-17	KX440672
Helicoverpa armigera	GBMIN84174-17	KX440888
Helicoverpa armigera	GBMIN84196-17	KX440884
Helicoverpa armigera	GBMIN84217-17	KX440773
Helicoverpa armigera	GBMIN84168-17	KX440695
Helicoverpa armigera	GBMIN84129-17	KU128879
Helicoverpa armigera	GBMIN84155-17	KU128890
Helicoverpa armigera	GBMIN84162-17	KU128891
Helicoverpa armigera	GBMIN84154-17	KU128876
Helicoverpa armigera	GBMIN84189-17	KU128875
Helicoverpa armigera	GBMIN84231-17	KU128877
Helicoverpa armigera	GBMIN84203-17	KU255541
Helicoverpa armigera	GBGL29870-19	MG230508
Helicoverpa armigera	GBGL29873-19	MG230511
Helicoverpa armigera	GBGL29874-19	MG230512
Helicoverpa armigera	GBGL29875-19	MG230513
Helicoverpa armigera	GBGL29862-19	MG230500
Helicoverpa armigera	GBGL29865-19	MG230503
Helicoverpa armigera	GBGL29868-19	MG230506
Helicoverpa armigera	GBGL29872-19	MG230510
Helicoverpa armigera	GBGL29879-19	MG230517
Helicoverpa armigera	GBGL29880-19	MG230518
Helicoverpa armigera	GBGL29882-19	MG230520
Helicoverpa armigera	GBGL29883-19	MG230521
Helicoverpa armigera	GBGL29886-19	MG230524
Helicoverpa armigera	GBMIN84206-17	KU255542
Helicoverpa armigera	GBGL29881-19	MG230519
Helicoverpa armigera	GBMIN84133-17	KU255540
Helicoverpa armigera	GBMIN84176-17	KU255543
Helicoverpa armigera	GBGL29869-19	MG230507
Helicoverpa armigera	GBGL29876-19	MG230514
Helicoverpa armigera	GBGL29878-19	MG230516
Helicoverpa armigera	GBGL29884-19	MG230522
Helicoverpa armigera	GBGL29885-19	MG230523
Helicoverpa armigera	GBGL29888-19	MG230526
Helicoverpa armigera	GBMIN84233-17	KU255537
Helicoverpa armigera	GBMIN84131-17	KU255535
Helicoverpa armigera	GBGL29891-19	MH523617
Helicoverpa armigera	GBGL29918-19	MH244932
Helicoverpa armigera	GBGL29928-19	MH516028
Helicoverpa armigera	GBGL29931-19	MH516032
Helicoverpa armigera	GBGL29933-19	MH516043
Helicoverpa armigera	GBGL29934-19	MH516045
Helicoverpa armigera	GBGL29930-19	MH516030
Helicoverpa armigera	GBGL29941-19	MH523600
Helicoverpa armigera	GBGL29925-19	MH516016
Helicoverpa armigera	GBMIN84223-17	KT946051
Helicoverpa armigera	GBMNA19382-19	KT828944
Helicoverpa armigera	GBMNA19383-19	KT828945
Helicoverpa armigera	GBMNA19384-19	KT828946
Helicoverpa armigera	GBMNA19402-19	KT828964
Helicoverpa armigera	GBMNA19425-19	KT828987
Helicoverpa armigera	GBMNA19481-19	MG893793
Helicoverpa armigera	GBMNA19498-19	MG893810
Helicoverpa armigera	GBMNA19499-19	MG893811
Helicoverpa armigera	LEATB749-13	NA
Helicoverpa armigera	LON4584-16	NA
Helicoverpa armigera	SENTO682-17	MK779611
Helicoverpa armigera	GBMIN30894-13	GQ892844
Helicoverpa armigera	GBMIN30896-13	GQ892840
Helicoverpa armigera	GBMIN30913-13	GQ892851
Helicoverpa armigera	GBMIN30916-13	GQ892845
Helicoverpa armigera	MAMOT952-10	JN988530
Helicoverpa armigera	LEPIN062-14	NA
Helicoverpa armigera	GBMNA19328-19	KT828890
Helicoverpa armigera	GBMNA19329-19	KT828891
Helicoverpa armigera	GBMNA19330-19	KT828892
Helicoverpa armigera	GBMNA19331-19	KT828893
Helicoverpa armigera	GBMNA19332-19	KT828894
Helicoverpa armigera	GBMNA19333-19	KT828895
Helicoverpa armigera	GBMNA19334-19	KT828896
Helicoverpa armigera	GBMNA19335-19	KT828897
Helicoverpa armigera	GBMNA19336-19	KT828898
Helicoverpa armigera	GBMNA19337-19	KT828899
Helicoverpa armigera	GBMNA19338-19	KT828900
Helicoverpa armigera	GBMNA19339-19	KT828901
Helicoverpa armigera	GBMNA19452-19	MG893764
Helicoverpa armigera	GBMNA19453-19	MG893765
Helicoverpa armigera	GBMNA19454-19	MG893766
Helicoverpa armigera	GBMNA19456-19	MG893768
Helicoverpa armigera	GBMNA19457-19	MG893769
Helicoverpa armigera	GBMNA19458-19	MG893770
Helicoverpa armigera	GBMNA19459-19	MG893771
Helicoverpa armigera	GBMNA19460-19	MG893772
Helicoverpa armigera	GBMNA19467-19	MG893779
Helicoverpa armigera	GBMNA19469-19	MG893781
Helicoverpa armigera	GBMNA19475-19	MG893787
Helicoverpa armigera	GBMNA19504-19	MG893816
Helicoverpa armigera	GBMNA19518-19	MG893830
Helicoverpa armigera	LEFIJ866-10	JF853868
Helicoverpa armigera	LSER470-06	NA
Helicoverpa armigera	MAMOT2840-12	KX862457
Helicoverpa armigera	MAMOT3094-13	KX862428
Helicoverpa armigera	GBMIN38575-13	FN908017
Helicoverpa armigera	GBMIN38632-13	FN908002
Helicoverpa armigera	GBMIN38577-13	FN908013
Helicoverpa armigera	GBMIN38578-13	FN908011
Helicoverpa armigera	GBMIN38581-13	FN908005
Helicoverpa armigera	GBMIN38582-13	FN908003
Helicoverpa armigera	GBMIN38586-13	FN907995
Helicoverpa armigera	GBMIN38589-13	FN907989
Helicoverpa armigera	GBMIN38594-13	FN907979
Helicoverpa armigera	GBMIN38620-13	FN908026
Helicoverpa armigera	GBMIN38624-13	FN908018
Helicoverpa armigera	GBMIN38626-13	FN908014
Helicoverpa armigera	GBMIN38633-13	FN908000
Helicoverpa armigera	GBMIN38639-13	FN907988
Helicoverpa armigera	GBMIN38635-13	FN907996
Helicoverpa armigera	GBMIN84210-17	KT946121
Helicoverpa armigera	LON3915-16	NA
Helicoverpa armigera	MAMOT1075-11	JN988529
Helicoverpa armigera	MAMOT1545-12	KX860699
Helicoverpa armigera	MAMOT3089-13	KX860961
Helicoverpa armigera	GBMIN84138-17	KT946032
Helicoverpa armigera	GBMIN84235-17	KT946025
Helicoverpa armigera	GBMIN84226-17	KU128856
Helicoverpa armigera	GBMIN84209-17	KU128865
Helicoverpa armigera	GBMIN84218-17	KU128878
Helicoverpa armigera	GBMIN84220-17	KU128874
Helicoverpa armigera	GBMIN84188-17	KU128870
Helicoverpa armigera	GBMNE3966-21	OK524002
Helicoverpa armigera	GBMIN84221-17	KU128867
Helicoverpa armigera	GBMIN84236-17	KU128868
Helicoverpa armigera	GBMIN84202-17	KU128883
Helicoverpa armigera	GBMNA18718-19	MG437196
Helicoverpa armigera	GBMNA19369-19	KT828931
Helicoverpa armigera	GBMNA19370-19	KT828932
Helicoverpa armigera	GBMNA19371-19	KT828933
Helicoverpa armigera	GBMNA19372-19	KT828934
Helicoverpa armigera	GBMNA19373-19	KT828935
Helicoverpa armigera	GBMNA19374-19	KT828936
Helicoverpa armigera	GBMNA19410-19	KT828972
Helicoverpa armigera	GBMNA19477-19	MG893789
Helicoverpa armigera	GBMNA19520-19	MG893832
Helicoverpa armigera	GBMNA19525-19	MG893837
Helicoverpa armigera	GBMNA19389-19	KT828951
Helicoverpa armigera	GBMNA19516-19	MG893828
Helicoverpa armigera	GBMNA19393-19	KT828955
Helicoverpa armigera	GBMNA19461-19	MG893773
Helicoverpa armigera	GBMNA19462-19	MG893774
Helicoverpa armigera	GBMNA19463-19	MG893775
Helicoverpa armigera	GBMNA19395-19	KT828957
Helicoverpa armigera	GBMNA19471-19	MG893783
Helicoverpa armigera	GBMNA19472-19	MG893784
Helicoverpa armigera	GBMNA19508-19	MG893820
Helicoverpa armigera	GBMNA19399-19	KT828961
Helicoverpa armigera	GBMNA19401-19	KT828963
Helicoverpa armigera	MAMOT3081-13	KX863235
Helicoverpa armigera	GBMNA40454-19	MH900534
Helicoverpa armigera	GBMNA40455-19	MH900535
Helicoverpa armigera	LOQ147-04	NA
Helicoverpa armigera	LOQT388-06	NA
Helicoverpa armigera	LOQTI656-12	NA
Helicoverpa armigera	NSWHM628-11	NA
Helicoverpa armigera	NSWBB1198-08	NA
Helicoverpa armigera	RSHZA011-15	NA
Helicoverpa armigera	RSHZA015-15	NA
Helicoverpa armigera	RSHZA010-15	NA
Helicoverpa armigera	RSHZA012-15	NA
Helicoverpa armigera	RSHZA013-15	NA
Helicoverpa armigera	RSHZA014-15	NA
Helicoverpa zea	LOCBC156-06	NA
Helicoverpa zea	LOCBC087-06	NA
Helicoverpa zea	GBGL30020-19	NC_030370
Helicoverpa zea	XAD468-04	GU438925
Helicoverpa zea	XAD496-04	GU438926
Helicoverpa zea	LOCBC088-06	NA
Helicoverpa zea	LOCB544-06	NA
Helicoverpa zea	MHAUF283-06	GU163276
Helicoverpa zea	GBGL29992-19	KT946085
Helicoverpa zea	LOCB546-06	NA
Helicoverpa zea	LOCB548-06	NA
Helicoverpa zea	LOCB547-06	NA
Helicoverpa zea	ARMOT103-12	NA
Helicoverpa zea	BBLOB677-11	NA
Helicoverpa zea	BBLOE1411-12	NA
Helicoverpa zea	BBLSW307-09	HM426683
Helicoverpa zea	BBLSX113-09	HM427475
Helicoverpa zea	GBGL11177-12	JQ235746
Helicoverpa zea	GBGL12593-13	HQ177284
Helicoverpa zea	GBGL15330-14	KF624878
Helicoverpa zea	GBGL16875-15	KM274942
Helicoverpa zea	GBGL16887-15	KM274954
Helicoverpa zea	GBGL16911-15	KM274978
Helicoverpa zea	GBGL16931-15	KM274998
Helicoverpa zea	GBGL16949-15	KM275016
Helicoverpa zea	GBGL16950-15	KM275017
Helicoverpa zea	GBGL16952-15	KM275019
Helicoverpa zea	GBGL16956-15	KM275023
Helicoverpa zea	GBGL16962-15	KM275029
Helicoverpa zea	GBGL16964-15	KM275031
Helicoverpa zea	GBGL16990-15	KM275057
Helicoverpa zea	GBGL17053-15	KM275120
Helicoverpa zea	GBGL17078-15	KM275145
Helicoverpa zea	GBGL17079-15	KM275146
Helicoverpa zea	GBGL17094-15	KM275161
Helicoverpa zea	GBGL17095-15	KM275162
Helicoverpa zea	GBGL17096-15	KM275163
Helicoverpa zea	GBGL17101-15	KM275168
Helicoverpa zea	GBGL17092-15	KM275159
Helicoverpa zea	GBGL17127-15	KM275194
Helicoverpa zea	GBGL29993-19	KT946089
Helicoverpa zea	GBGL29995-19	KT946092
Helicoverpa zea	GBGL29999-19	KT946106
Helicoverpa zea	GBGL30017-19	KX079652
Helicoverpa zea	GBGL30018-19	KP984520
Helicoverpa zea	GBGL30019-19	KP984521
Helicoverpa zea	GBGL5900-09	EU768942
Helicoverpa zea	GBMIN22010-13	JX156329
Helicoverpa zea	GBMIN38648-13	FN907970
Helicoverpa zea	GBMIN84254-17	KX079653
Helicoverpa zea	GBMIN84255-17	KT946097
Helicoverpa zea	GBMIN84272-17	KJ641975
Helicoverpa zea	GBMIN84273-17	KY623667
Helicoverpa zea	GBMIN84278-17	KX079651
Helicoverpa zea	GBMIN84281-17	KX281206
Helicoverpa zea	GBMNA18724-19	MG437202
Helicoverpa zea	GBMNC54952-20	MT707354
Helicoverpa zea	GBMIN84259-17	KT946105
Helicoverpa zea	GBMIN84262-17	KT946109
Helicoverpa zea	GBMIN84263-17	KT946088
Helicoverpa zea	GBMIN84264-17	KT946086
Helicoverpa zea	GBMIN84265-17	KT946112
Helicoverpa zea	GBMIN84267-17	KX079655
Helicoverpa zea	GBMIN84269-17	KX079656
Helicoverpa zea	GBMIN84282-17	KP984519
Helicoverpa zea	GBMIN84284-17	KT946111
Helicoverpa zea	GBMIN84287-17	KX079654
Helicoverpa zea	GBMNA19532-19	KJ460248
Helicoverpa zea	GBMNA19534-19	MK318376
Helicoverpa zea	GMRMK199-14	NA
Helicoverpa zea	HELNA398-09	GU702678
Helicoverpa zea	HELNA525-09	HM394343
Helicoverpa zea	HELNA999-10	NA
Helicoverpa zea	LEMMZ096-10	JF854710
Helicoverpa zea	LILLA849-11	NA
Helicoverpa zea	LOCB428-06	NA
Helicoverpa zea	LOCBB205-06	NA
Helicoverpa zea	LOCBB206-06	NA
Helicoverpa zea	LOCBB207-06	NA
Helicoverpa zea	LOCBB208-06	NA
Helicoverpa zea	LOCBF4000-14	NA
Helicoverpa zea	LPOKA286-08	NA
Helicoverpa zea	LPOKA497-09	NA
Helicoverpa zea	LPOKA545-09	NA
Helicoverpa zea	LPOKA588-09	NA
Helicoverpa zea	LPOKA590-09	NA
Helicoverpa zea	LPOKA623-09	NA
Helicoverpa zea	LPOKA673-09	NA
Helicoverpa zea	LTOL934-08	KF492633
Helicoverpa zea	MHMXM183-07	NA
Helicoverpa zea	NSBUG170-07	KJ390233
Helicoverpa zea	PHMO346-03	GU094579
Helicoverpa zea	RWWC1290-13	NA
Helicoverpa zea	SENTO2365-19	MK779609
Helicoverpa zea	SENTO2368-19	MK779613
Helicoverpa zea	TXLEP706-19	NA
Helicoverpa zea	ARMOT121-12	NA
Helicoverpa zea	ARMOT137-12	NA
Helicoverpa zea	ARMOT146-12	NA
Helicoverpa zea	AWCLB496-11	JN272559
Helicoverpa zea	AWCLB498-11	JN272560
Helicoverpa zea	AWCLB510-11	JN272561
Helicoverpa zea	BBLCU378-09	GU694582
Helicoverpa zea	BBLOB611-11	NA
Helicoverpa zea	BBLOB682-11	NA
Helicoverpa zea	BBLOC877-11	NA
Helicoverpa zea	BBLOD143-11	NA
Helicoverpa zea	BBLOD1647-11	NA
Helicoverpa zea	BBLOE1462-12	NA
Helicoverpa zea	BBLOE1989-12	NA
Helicoverpa zea	BBLSW305-09	HM426681
Helicoverpa zea	BBLSW306-09	HM426682
Helicoverpa zea	BBLSW308-09	HM426684
Helicoverpa zea	BBLSW310-09	HM426686
Helicoverpa zea	BBLSW320-09	HM426696
Helicoverpa zea	BBLSX682-09	HM428037
Helicoverpa zea	BBLSX745-09	HM428099
Helicoverpa zea	BLPAA705-06	JQ577648
Helicoverpa zea	BLPAB899-06	JQ578528
Helicoverpa zea	BBLOD945-11	NA
Helicoverpa zea	BBLOE1466-12	NA
Helicoverpa zea	CMAZA1010-12	NA
Helicoverpa zea	CMAZA1041-12	NA
Helicoverpa zea	CMAZA286-09	HM406403
Helicoverpa zea	BBLOB690-11	NA
Helicoverpa zea	BBLOE1985-12	NA
Helicoverpa zea	BBLSW304-09	HM426680
Helicoverpa zea	GBGL29994-19	KT946090
Helicoverpa zea	GBGL29996-19	KT946096
Helicoverpa zea	GBGL29997-19	KT946101
Helicoverpa zea	GBGL29998-19	KT946104
Helicoverpa zea	GBGL30000-19	KT946110
Helicoverpa zea	GBMIN84250-17	KT946087
Helicoverpa zea	GBMIN84251-17	KT946113
Helicoverpa zea	GBMIN84252-17	KT946082
Helicoverpa zea	GBMIN84253-17	KT946042
Helicoverpa zea	GBMIN84257-17	KT946094
Helicoverpa zea	GBMIN84270-17	KT946091
Helicoverpa zea	GBMIN84271-17	KT946041
Helicoverpa zea	GBMIN84274-17	KT946045
Helicoverpa zea	GBMIN84275-17	KT946044
Helicoverpa zea	GBMIN84276-17	KT946083
Helicoverpa zea	GBMIN84277-17	KT946107
Helicoverpa zea	GBMIN84279-17	KT946103
Helicoverpa zea	GBMIN84280-17	KT946081
Helicoverpa zea	GBMIN84258-17	KT946100
Helicoverpa zea	GBMIN84260-17	KT946102
Helicoverpa zea	GBMIN84266-17	KT946108
Helicoverpa zea	GBMIN84268-17	KT946084
Helicoverpa zea	GBMIN84283-17	KT946093
Helicoverpa zea	GBMIN84285-17	KT946043
Helicoverpa zea	GBMIN84286-17	KT946099
Helicoverpa zea	GMLC1240-12	NA
Helicoverpa zea	HELNA1000-10	NA
Helicoverpa zea	HELNA1001-10	NA
Helicoverpa zea	HELNA143-06	NA
Helicoverpa zea	HELNA144-06	NA
Helicoverpa zea	HELNA358-09	GU702710
Helicoverpa zea	HELNA359-09	GU702711
Helicoverpa zea	HELNA360-09	GU702712
Helicoverpa zea	HELNA397-09	GU702677
Helicoverpa zea	HELNA399-09	GU702672
Helicoverpa zea	HELNA997-10	HQ958354
Helicoverpa zea	HELNA998-10	HQ958355
Helicoverpa zea	LEMMZ015-10	HQ571030
Helicoverpa zea	LEMMZ095-10	HQ571107
Helicoverpa zea	LEPPA146-11	NA
Helicoverpa zea	LGSMG926-10	JF855188
Helicoverpa zea	LGSMG927-10	JF855189
Helicoverpa zea	LGSMG928-10	JF855190
Helicoverpa zea	LGSMG929-10	JF855191
Helicoverpa zea	LILLB060-11	NA
Helicoverpa zea	LNAUP114-13	NA
Helicoverpa zea	LNAUP115-13	NA
Helicoverpa zea	LNAUP163-13	NA
Helicoverpa zea	LNAUP164-13	NA
Helicoverpa zea	LNAUP165-13	NA
Helicoverpa zea	LNAUP166-13	NA
Helicoverpa zea	LNC570-06	NA
Helicoverpa zea	LOCB435-06	NA
Helicoverpa zea	LOCB543-06	NA
Helicoverpa zea	LOCBF2621-13	NA
Helicoverpa zea	LOT346-04	GU087831
Helicoverpa zea	LPOKA1023-09	GU799715
Helicoverpa zea	LPOKA355-08	NA
Helicoverpa zea	LPOKA372-08	NA
Helicoverpa zea	LPOKA510-09	NA
Helicoverpa zea	LPOKA512-09	NA
Helicoverpa zea	LPOKA543-09	NA
Helicoverpa zea	LPOKA559-09	NA
Helicoverpa zea	LPOKA592-09	NA
Helicoverpa zea	LPOKA612-09	NA
Helicoverpa zea	LPOKA615-09	NA
Helicoverpa zea	LPOKA619-09	NA
Helicoverpa zea	LPOKA658-09	NA
Helicoverpa zea	LTOLB084-08	KF492632
Helicoverpa zea	LTOLB085-08	KF492634
Helicoverpa zea	MHMXM182-07	NA
Helicoverpa zea	MHMYN079-11	JQ528292
Helicoverpa zea	SENTO683-17	MK779614
Helicoverpa zea	SENTO957-18	MK779606
Helicoverpa zea	USLEP387-10	HQ985734
Helicoverpa zea	XAH369-05	GU090471
Helicoverpa zea	XAH731-05	GU090470
Helicoverpa zea	GBMIN84256-17	KT946098
Helicoverpa zea	GBMIN84261-17	KT946095
Helicoverpa zea	HELNA142-06	NA
Helicoverpa zea	GBGL15331-14	KF624879
Helicoverpa zea	GBGL15332-14	KF624880
Helicoverpa zea	GBGL17103-15	KM275170
Helicoverpa zea	GBGL16888-15	KM274955
Helicoverpa zea	GBGL16889-15	KM274956
Helicoverpa zea	GBGL16909-15	KM274976
Helicoverpa zea	GBGL16910-15	KM274977
Helicoverpa zea	GBGL16930-15	KM274997
Helicoverpa zea	GBGL16932-15	KM274999
Helicoverpa zea	GBGL16933-15	KM275000
Helicoverpa zea	GBGL16934-15	KM275001
Helicoverpa zea	GBGL16935-15	KM275002
Helicoverpa zea	GBGL16936-15	KM275003
Helicoverpa zea	GBGL16937-15	KM275004
Helicoverpa zea	GBGL16938-15	KM275005
Helicoverpa zea	GBGL16939-15	KM275006
Helicoverpa zea	GBGL16942-15	KM275009
Helicoverpa zea	GBGL16943-15	KM275010
Helicoverpa zea	GBGL16944-15	KM275011
Helicoverpa zea	GBGL16945-15	KM275012
Helicoverpa zea	GBGL16946-15	KM275013
Helicoverpa zea	GBGL16947-15	KM275014
Helicoverpa zea	GBGL16948-15	KM275015
Helicoverpa zea	GBGL16951-15	KM275018
Helicoverpa zea	GBGL16953-15	KM275020
Helicoverpa zea	GBGL16955-15	KM275022
Helicoverpa zea	GBGL16957-15	KM275024
Helicoverpa zea	GBGL16958-15	KM275025
Helicoverpa zea	GBGL16959-15	KM275026
Helicoverpa zea	GBGL16960-15	KM275027
Helicoverpa zea	GBGL16961-15	KM275028
Helicoverpa zea	GBGL16963-15	KM275030
